head,relation,tail
张线,has_part,结构强度
弯度,has_part,上机翼
弯度,has_part,下机翼
弯度,has_part,小于
弯度,has_part,机翼弯度
扭转,has_part,前者
扭转,has_part,气动
折叠翼,has_part,其一
折叠翼,has_part,变体
折叠翼,has_part,固定机翼
折叠翼,has_part,控制
折叠翼,has_part,机构
折叠翼,has_part,活动机翼
折叠翼,has_part,简化
折叠翼,has_part,连杆
拉格朗日方程,has_part,速度
控制,has_part,三部分
控制,has_part,考虑
控制,has_part,自由度
控制,has_part,飞机
支柱,has_part,桁架式结构
支柱,has_part,结构强度
收益代价,has_part,Z型折叠翼
收益代价,has_part,充气式伸缩翼
改变,has_part,固定机翼
数量,has_part,梁式机翼
数量,has_part,蒙皮
方案,has_part,固定
方案,has_part,机翼
早期双翼理论,has_part,上翼
机构,has_part,单-双折叠翼变体飞行器
机构,has_part,变体
机构,has_part,飞机
机构,has_part,飞机结构设计
机翼,has_part,上机翼
机翼,has_part,下机翼
机翼,has_part,伸缩
机翼,has_part,公转
机翼,has_part,变体
机翼,has_part,固定
机翼,has_part,固定机翼
机翼,has_part,增强
机翼,has_part,多段
机翼,has_part,平行
机翼,has_part,弯矩
机翼,has_part,抗扭刚度
机翼,has_part,机翼断开
机翼,has_part,机身根部
机翼,has_part,桁架式结构
机翼,has_part,梁式机翼
机翼,has_part,此时机翼
机翼,has_part,活动机翼
机翼,has_part,滑动
机翼,has_part,结构强度
机翼,has_part,翼尖涡流
机翼,has_part,自由度
机翼,has_part,自转
机翼,has_part,负载
机翼,has_part,部位
机翼,has_part,间断位置
机翼结构,has_part,单块式机翼
机翼结构,has_part,多腹板式机翼
机翼结构,has_part,梁式机翼
来流攻角,has_part,2度
来流攻角,has_part,6度
来流攻角,has_part,工况
来流攻角,has_part,计算
构型,has_part,上翼
构型,has_part,弦长
构型,has_part,翼型
梁式机翼,has_part,纵墙
梁式机翼,has_part,翼梁
梁式机翼,has_part,翼肋
梁式机翼,has_part,蒙皮
比较,has_part,Z型折叠翼
比较,has_part,充气式伸缩翼
比较,has_part,副翼
比较,has_part,困难
比较,has_part,桁架伸缩翼
比较,has_part,计算
比较,has_part,连杆
气动力变化,has_part,升力
气动力变化,has_part,变体过程
气动力变化,has_part,阻力
油箱,has_part,主油箱
油箱,has_part,全球鹰
油箱,has_part,机翼油箱
油箱,has_part,机身油箱
活动机翼,has_part,0.3m
活动机翼,has_part,1.47m
活动机翼,has_part,单翼布局
活动机翼,has_part,双翼式布局
活动机翼,has_part,大展弦
活动机翼,has_part,巡航升阻比
活动机翼,has_part,机翼弦长
活动机翼,has_part,此时飞机
活动机翼,has_part,翼展
活动机翼,has_part,起降场地
活动机翼,has_part,长度
流马赫数,has_part,2度
流马赫数,has_part,6度
测试,has_part,飞机
测试,has_part,飞行控制算法
研究内容,has_part,三维展
研究内容,has_part,二维
研究内容,has_part,升力
研究内容,has_part,双翼布局
研究内容,has_part,变体过程
研究内容,has_part,变化情况
研究内容,has_part,气动特性
研究内容,has_part,阻力
空气动力学特性研究,has_part,二维
空气动力学特性研究,has_part,双翼布局
空气动力学特性研究,has_part,气动特性
网格,has_part,嵌套网格
网格,has_part,机身
网格,has_part,背景网格
翼梁,has_part,纵墙
翼梁,has_part,长桁
翼肋,has_part,纵墙
翼肋,has_part,长桁
考虑,has_part,副翼
考虑,has_part,连杆
背景网格,has_part,固定机翼
背景网格,has_part,机身
背景网格,has_part,流场
背景网格,has_part,网格
自由度,has_part,两侧
自由度,has_part,动力学模型
自由度,has_part,变体
自由度,has_part,多体系统
自由度,has_part,控制
自由度,has_part,机身
自由度,has_part,简化
自由度,has_part,飞机
自由度,has_part,飞机飞行
蒙皮,has_part,扭矩
蒙皮,has_part,纵墙
蒙皮,has_part,长桁
表达式,has_part,摩擦阻力
计算,has_part,2度
计算,has_part,固定机翼
计算,has_part,机身
计算,has_part,活动机翼
计算结果,has_part,升力
计算结果,has_part,双翼构型
计算结果,has_part,连杆
设计,has_part,单连杆
设计,has_part,双翼构型
设计,has_part,多段
设计,has_part,弯矩
设计,has_part,机身根部
设计,has_part,构型
设计,has_part,连杆
设计指标,has_part,几何尺寸
设计指标,has_part,参数
设计指标,has_part,重量
设计指标,has_part,飞行器
设计方法研究,has_part,单-双折叠翼变体飞行器
设计方法研究,has_part,变体
设计方法研究,has_part,折叠翼
设计方法研究,has_part,气动特性
试验平台,has_part,原理验证机
试验平台,has_part,自由度
试验平台,has_part,起落架
起降,has_part,双翼式布局
起降,has_part,此时飞机
车载,has_part,原理验证机
车载,has_part,起落架
车载,has_part,飞机
车载,has_part,飞行控制算法
车载试验,has_part,变体
车载试验,has_part,自由度
车载试验,has_part,飞机
连杆,has_part,位置
连杆,has_part,机翼
连杆,has_part,桁架
连杆,has_part,稳定
连杆,has_part,结构强度
连杆,has_part,长度
速度包线,has_part,包线
速度包线,has_part,最大速度
速度包线,has_part,马赫数
长航,has_part,15公斤
长航,has_part,折叠翼
间断位置,has_part,固定机翼
零升阻力,has_part,减阻
零升阻力,has_part,摩擦阻力
零升阻力,has_part,比较
雷诺数,has_part,2度
雷诺数,has_part,6度
雷诺数,has_part,工况
飞机,has_part,15公斤
飞机,has_part,减阻
飞机,has_part,单块式机翼
飞机,has_part,原理验证机
飞机,has_part,变体
飞机,has_part,固定机翼
飞机,has_part,外侧
飞机,has_part,多体系统
飞机,has_part,多腹板式机翼
飞机,has_part,折叠翼
飞机,has_part,摩擦阻力
飞机,has_part,最大速度
飞机,has_part,机翼
飞机,has_part,机身
飞机,has_part,梁式机翼
飞机,has_part,活动机翼
飞机,has_part,自由度
飞机,has_part,计算
飞机,has_part,速度包线
飞机,has_part,马赫数
飞机展长,has_part,固定机翼
飞机展长,has_part,外侧
飞行包线,has_part,突风包线
飞行包线,has_part,过载包线
飞行包线,has_part,速度包线
飞行器,has_part,全球鹰
飞行器,has_part,机翼油箱
飞行器,has_part,机身油箱
飞行器,has_part,突风包线
飞行器,has_part,过载包线
飞行器,has_part,速度包线
飞行试验,has_part,变体飞行试验
飞行试验,has_part,验证机
40米,implements,20米
40米,implements,50%
40米,implements,航母起降
40米,implements,起降翼展
9g,implements,6m
9g,implements,原理验证机大范围
9g,implements,翼展
低速性能,implements,大展弦
低速性能,implements,无人机
使用,implements,6m
使用,implements,翼展
原理验证机,implements,变体方式
原理验证机,implements,设计目标
原理验证机,implements,飞行试验
变体,implements,变体技术
变体,implements,折叠翼
变体技术,implements,大展弦
变体技术,implements,舰载起降
变体技术,implements,飞机
变体飞行试验,implements,6m
地面试验,implements,原理验证
地面试验,implements,变体技术
地面试验,implements,折叠翼
折叠翼,implements,大展弦
折叠翼,implements,舰载起降
折叠翼,implements,飞机
无人机,implements,航母起降
无人机,implements,起降翼展
空中,implements,折叠翼
约束,implements,原理
约束,implements,变体
约束,implements,气动力驱动
约束,implements,飞行
翼展,implements,50%
翼展,implements,航母起降
翼展,implements,起降翼展
翼肋,implements,伸缩
翼肋,implements,机翼
舵机,implements,6m
舵机,implements,原理验证机大范围
舵机,implements,变体
舵机,implements,翼展
试验,implements,原理验证
试验,implements,变体技术
试验,implements,折叠翼
间距,implements,伸缩
间距,implements,机翼
雷诺数,implements,发展
雷诺数,implements,层流
雷诺数,implements,层流减阻
雷诺数,implements,技术
飞行,implements,层流
飞行,implements,层流减阻
飞行,implements,技术
飞行器设计,implements,原理
飞行器设计,implements,气动力驱动
飞行器设计,implements,飞行
飞行试验,implements,变体方式
高空,implements,层流
高空,implements,层流减阻
RQ-4A,improves,20%
RQ-4A,improves,25%
RQ-4A,improves,升阻比
RQ-4A,improves,翼展
RQ-4A,improves,航程
上下机翼,improves,性能
上下机翼,improves,速度包线
上下机翼,improves,飞机
上下机翼间距,improves,上下机翼
上下机翼间距,improves,双翼
上下机翼间距,improves,双翼布局
上下机翼间距,improves,性能
上下机翼间距,improves,最大升力系数
上下机翼间距,improves,气动性能
上下机翼间距,improves,飞机
上下翼间距,improves,上反角
上下翼间距,improves,上机翼
上下翼间距,improves,弦长
上方,improves,下机翼
上机翼,improves,1.4m
上机翼,improves,上翼
上机翼,improves,下机翼
上机翼,improves,双翼
上机翼,improves,双翼整体
上机翼,improves,同时
上机翼,improves,失速
上机翼,improves,弦长
上机翼,improves,弯度
上机翼,improves,最大升力系数
上机翼,improves,零升攻角
下机翼,improves,上机翼
下机翼,improves,同时
两点,improves,上下翼间距
两点,improves,双翼
两点,improves,飞行性能
中将,improves,上下机翼间距
中将,improves,双翼
中将,improves,性能
代价,improves,改变
代价,improves,舵面
代价,improves,飞机
优化,improves,双翼
优化,improves,性能
位置,improves,下机翼
位置,improves,零升攻角
使用,improves,抗弯刚度
使用,improves,机翼
使用,improves,翼型厚度
前时,improves,上机翼
前时,improves,双翼整体
前时,improves,弯度
前时,improves,零升攻角
副翼,improves,变体过程
副翼,improves,操稳特性
副翼偏转角度,improves,失速
力矩,improves,作动器
力矩,improves,安装
力矩,improves,飞机
加强筋,improves,中力
加强筋,improves,能力
加强肋,improves,中力
加强肋,improves,能力
升力,improves,阻力
升力分布,improves,奥斯瓦尔德因子
升力分布,improves,诱导阻力
升力线斜率,improves,上机翼
升力线斜率,improves,下机翼
升力线斜率,improves,同时
升力线斜率,improves,机翼升力
升阻比,improves,20%
升阻比,improves,全球鹰
升阻比,improves,展弦比
升阻比,improves,无人机
升阻比,improves,燃油携带
升阻比,improves,航程
升阻比,improves,飞机
单-双折叠翼变体飞机,improves,优势
单-双折叠翼变体飞机,improves,推重比
单-双折叠翼变体飞机,improves,航时
单-双折叠翼变体飞机,improves,航程
单翼构型,improves,双翼构型
单翼构型,improves,要求
单翼构型,improves,跑道宽度
单翼构型,improves,飞机
单翼状态,improves,第4
厚度,improves,同时
厚度,improves,增大
厚度,improves,抗扭性能
厚度,improves,流动分离
厚度,improves,连杆
原准机,improves,20%
原准机,improves,航时
原准机,improves,航程
原理验证机,improves,第4
参数,improves,双翼
参数,improves,性能
双翼整体,improves,零升攻角
双翼机,improves,突风过载
双翼机,improves,舰载起降
双翼机,improves,起降过载
双翼构型,improves,起降性能
变体,improves,副翼
变体,improves,原准机
变体,improves,变体飞行器
变体,improves,变展长
变体,improves,增重
变体,improves,巡航翼展
变体,improves,改变
变体,improves,机翼面积
变体,improves,飞机
变体飞行器,improves,可靠性
变体飞行器,improves,同时
变体飞行器,improves,重量
变体飞行器,improves,飞行性能
变展长变体技术,improves,大展弦
变展长变体技术,improves,飞行器
变展长变体技术,improves,飞行性能
变形,improves,厚度
变形,improves,增强
变形,improves,连杆
同时,improves,侵占
同时,improves,机翼
同时,improves,机翼容积
同时,improves,空间
同时,improves,结构重量
后掠角,improves,激波阻力
后掠角,improves,飞行性能
固定,improves,双翼
固定,improves,最大升力系数
基础,improves,升阻比
基础,improves,提升
基础,improves,翼展
增大,improves,全球鹰
增大,improves,双翼
增大,improves,巡航高度
增大,improves,性能
增大,improves,连杆
增大,improves,飞机
增大,improves,飞行包线
增强,improves,连杆
增重,improves,ACADO
增重,improves,副翼
大展弦,improves,机翼
失速攻角,improves,位置
失速攻角,improves,机翼
失速速度,improves,第4
失速速度,improves,速度包线
实际攻角,improves,下机翼
实际攻角,improves,失速
宽度,improves,同时
宽度,improves,抗弯性能
宽度,improves,连杆
宽度,improves,飞机
小幅度,improves,位置
小幅度,improves,双翼构型
小幅度,improves,同时
小幅度,improves,失速攻角
小幅度,improves,机翼
小幅度,improves,要求
小幅度,improves,跑道宽度
展弦比,improves,巡航升阻比
展弦比,improves,提升
展弦比,improves,最大起飞重量
展弦比,improves,燃油携带
展弦比,improves,航程
展弦比,improves,飞机
巡航升阻比,improves,优势
巡航升阻比,improves,航时
巡航升阻比,improves,航程
巡航升阻比,improves,限制
布局,improves,推重比
布置,improves,中力
幅度,improves,上机翼
幅度,improves,下机翼
幅度,improves,升力线斜率
幅度,improves,单翼构型
幅度,improves,双连杆
幅度,improves,同时
幅度,improves,小幅度
幅度,improves,抗扭性能
幅度,improves,摩擦阻力
幅度,improves,机翼升力
幅度,improves,燃油重量
幅度,improves,范围
幅度,improves,过载包线
幅度,improves,连杆
幅度,improves,零升攻角
幅度,improves,飞机
干扰,improves,阻力
干扰损失,improves,速度包线
平行,improves,同时
平面设计参数,improves,舵面
平面设计参数,improves,飞机
开发,improves,大展弦
开发,improves,飞行器
弦长,improves,1.4m
弦长,improves,上翼
弦长,improves,下翼
弦长,improves,位置
弦长,improves,同时
弯度,improves,零升攻角
弯矩,improves,厚度
弯矩,improves,连杆
性能,improves,单翼构型
性能,improves,性能优势
总的来看,improves,双翼整体
总的来看,improves,弯度
截面,improves,U型槽
截面,improves,厚度
截面,improves,抗扭性能
抗弯,improves,变体
抗弯,improves,机构
抗弯性能,improves,侵占
抗弯性能,improves,机翼容积
抗扭刚度,improves,同时
抗扭刚度,improves,固定机翼
抗扭刚度,improves,活动机翼
抗扭性能,improves,变体
抗扭性能,improves,增强
抗扭性能,improves,处理
抗扭性能,improves,宽度
抗扭性能,improves,机构
抗扭性能,improves,此时机翼
抗扭性能,improves,连杆
抗扭性能,improves,飞机
折叠翼,improves,副翼
折叠翼,improves,巡航翼展
折叠翼,improves,机翼面积
折叠翼,improves,飞机
损失,improves,阻力
操纵性能,improves,单翼构型
操纵性能,improves,性能优势
收益,improves,变体
收益,improves,变体飞行器
收益,improves,变展长
收益,improves,改变
收益,improves,比例
改变,improves,双翼
改变,improves,变体
改变,improves,变体飞行器
改变,improves,收益
最大升力系数,improves,上机翼
最大升力系数,improves,下机翼
最大升力系数,improves,双翼构型
最大升力系数,improves,起降性能
最大升力系数,improves,速度包线
木材,improves,同时
木材,improves,强度
木材,improves,机翼
机构,improves,升阻比
机构,improves,收益
机构,improves,载荷
机翼,improves,位置
机翼,improves,升阻比
机翼,improves,双翼
机翼,improves,处理
机翼,improves,奥斯瓦尔德因子
机翼,improves,收益
机翼,improves,最大起飞重量
机翼,improves,激波阻力
机翼,improves,诱导阻力
机翼,improves,过载包线
机翼,improves,飞机
机翼后方,improves,同时
机翼结构重量,improves,燃油重量
机翼结构重量,improves,飞机
机翼翼型,improves,12%
机翼翼型,improves,抗弯刚度
机翼翼型,improves,机翼
机翼翼型,improves,翼型厚度
机翼翼展,improves,升阻比
机翼面积,improves,巡航高度
机翼面积,improves,飞机
机翼面积,improves,飞行包线
机身,improves,上下机翼
材料,improves,同时
材料,improves,强度
材料,improves,机翼
材料,improves,机翼面积
构型,improves,摩擦阻力
构型,improves,连杆
梢根比,improves,双翼
梢根比,improves,奥斯瓦尔德因子
梢根比,improves,诱导阻力
椭圆形,improves,奥斯瓦尔德因子
椭圆形,improves,诱导阻力
此时机翼,improves,同时
此时机翼,improves,活动机翼
此时飞机,improves,激波阻力
此时飞机,improves,飞行性能
气动,improves,抗侧风能力
气动,improves,稳定性
气动,improves,飞机
气动外形,improves,双翼
气动效率,improves,大展弦
气动效率,improves,空长航时飞行器
气动效率,improves,航程
气动效率,improves,高空
气动设计,improves,变体过程
气动设计,improves,静稳定裕度
气动设计,improves,飞机
流动分离,improves,机翼
流动分离,improves,空间
激波阻力,improves,飞行性能
研究结论,improves,机翼
研究结论,improves,气动特性
空间,improves,抗风性能
空间,improves,飞机
第7,improves,机翼
简化,improves,小部分
约束,improves,上下机翼
约束,improves,间距
约束,improves,飞机
结构强度,improves,突风过载
结构强度,improves,范围
结构强度,improves,起降过载
结构强度,improves,过载包线
翼尖处,improves,上机翼
翼尖处,improves,弦长
翼尖负担,improves,变体过程
翼尖负担,improves,机翼
翼尖负担,improves,气动特性
翼尖负担,improves,活动机翼
翼展,improves,全球鹰
翼展,improves,无人机
翼根处,improves,双翼
翼根弯矩,improves,机翼
翼根弯矩,improves,结构重量
翼根弯矩,improves,飞机
考虑,improves,克服
考虑,improves,飞行控制系统
考虑,improves,鲁棒性
航时,improves,25%
航程,improves,25%
航程,improves,巡航高度
航程,improves,机翼面积
航程,improves,飞机
蒙皮,improves,小部分
蒙皮,improves,弯矩
蒙皮,improves,强度
蒙皮,improves,机翼
要求,improves,低速性能
要求,improves,变体过程
要求,improves,大展弦
要求,improves,抗风性能
要求,improves,操稳特性
要求,improves,无人机
要求,improves,起降过载
要求,improves,过载
要求,improves,飞机
计算结果,improves,翼展
设计,improves,上下机翼间距
设计,improves,作用
设计,improves,双翼
设计,improves,双翼构型
设计,improves,抗弯性能
设计,improves,最大升力系数
设计,improves,连杆
设计,improves,飞机
设计约束,improves,起降性能
设计约束,improves,飞机
设计约束,improves,飞行包线
设计约束,improves,飞行性能
诱导阻力,improves,升力
诱导阻力,improves,升阻比
诱导阻力,improves,展弦比
诱导阻力,improves,机翼
诱导阻力,improves,气动效率
诱导阻力,improves,空长航时飞行器
诱导阻力,improves,航程
诱导阻力,improves,飞机
诱导阻力,improves,高空
起降,improves,低速性能
起降,improves,起降过载
起降场地,improves,飞机
起降距离,improves,双翼构型
起降距离,improves,跑道宽度
起降过载,improves,低速性能
起降过载,improves,大展弦
起降过载,improves,无人机
起飞速度,improves,双翼构型
跑道,improves,低速性能
跑道,improves,大展弦
跑道,improves,起降过载
载荷,improves,机翼面积
载荷,improves,飞机
连杆,improves,变体
连杆,improves,宽度
连杆,improves,抗弯性能
连杆,improves,抗扭性能
连杆,improves,流动分离
连杆,improves,飞机
重量,improves,升阻比
重量,improves,收益
重量,improves,航程
重量,improves,载荷
长桁,improves,小部分
长桁,improves,弯矩
间距,improves,性能
间距,improves,飞机
阻力,improves,单翼构型
阻力,improves,双翼
阻力,improves,巡航性能
阻力,improves,气动性能
阻力,improves,航程
阻力,improves,飞机
零升攻角,improves,上机翼
零升攻角,improves,下机翼
零升攻角,improves,同时
面积,improves,巡航升阻比
面积,improves,最大起飞重量
面积,improves,飞机
飞机,improves,使用
飞机,improves,升阻比
飞机,improves,同时
飞机,improves,展弦比
飞机,improves,机翼容积
飞机,improves,机翼面积
飞机,improves,气动效率
飞机,improves,燃油携带
飞机,improves,玻璃纤维
飞机,improves,纤维复合材料
飞机,improves,翼根弯矩
飞机,improves,航时
飞机,improves,航程
飞机,improves,起降过载
飞机,improves,高空
飞机展长,improves,变体
飞机展长,improves,变体飞行器
飞机展长,improves,收益
飞行包线,improves,飞机
飞行器,improves,抗弯刚度
飞行器,improves,机翼
飞行控制算法,improves,飞行控制系统
飞行控制算法,improves,鲁棒性
高度,improves,上下机翼
高度,improves,间距
10自由度动力学模型,instance_of,概念
2自由度动力学模型,instance_of,概念
3D打印树脂,instance_of,材料
ACADO,instance_of,技术
Aquila,instance_of,飞行器
B-1,instance_of,飞行器
CFD方法,instance_of,技术
DARPA,instance_of,组织机构
F-111,instance_of,飞行器
F-14,instance_of,飞行器
Facebook公司,instance_of,组织机构
GPS,instance_of,结构部件
MQ-9,instance_of,飞行器
NACA0012,instance_of,机翼构型
NACA2412,instance_of,机翼构型
NASA,instance_of,组织机构
RANS方法,instance_of,技术
RQ-4,instance_of,飞行器
RQ-4A,instance_of,飞行器
RX-1E,instance_of,飞行器
RX-1E电动飞机,instance_of,飞行器
SST湍流模型,instance_of,技术
Tu-160,instance_of,飞行器
U-2,instance_of,飞行器
URANS方法,instance_of,技术
U型槽,instance_of,结构部件
V型尾翼,instance_of,结构部件
XB-70,instance_of,飞行器
Z型折叠翼,instance_of,机翼构型
Z字形折叠翼,instance_of,机翼构型
三角翼,instance_of,机翼构型
三部分解耦控制,instance_of,控制方法
上下双翼式布局,instance_of,机翼构型
上下机翼间距,instance_of,设计参数
上下间距,instance_of,设计参数
上反角,instance_of,设计参数
上机翼,instance_of,机翼构型
下单翼,instance_of,机翼构型
下机翼,instance_of,机翼构型
下降,instance_of,飞行阶段
中单翼,instance_of,机翼构型
中国航空工业集团,instance_of,组织机构
中国航空工业集团公司第一飞机设计研究院,instance_of,组织机构
中机身,instance_of,结构部件
主梁,instance_of,结构部件
主油箱,instance_of,结构部件
传感器,instance_of,结构部件
伸缩翼,instance_of,机翼构型
伸缩蒙皮,instance_of,技术
低压区,instance_of,气动概念
低空低速飞行性能,instance_of,性能指标
低速性能,instance_of,性能指标
作动器直接驱动,instance_of,控制方法
作动器驱动,instance_of,控制方法
使用过载,instance_of,设计参数
俯仰力矩,instance_of,设计参数
俯仰力矩系数,instance_of,设计参数
俯仰安定性,instance_of,性能指标
俯仰扰动力矩,instance_of,设计参数
偏航力矩,instance_of,设计参数
偏航扰动力矩,instance_of,设计参数
停放,instance_of,飞行阶段
充气式伸缩翼,instance_of,机翼构型
充气式机翼,instance_of,机翼构型
全球鹰,instance_of,飞行器
公转角,instance_of,设计参数
公转角度,instance_of,设计参数
公转速度,instance_of,设计参数
内副翼,instance_of,结构部件
分布涡,instance_of,气动概念
分析综合模块,instance_of,概念
分离区,instance_of,气动概念
刚度,instance_of,设计参数
前后间距,instance_of,设计参数
前线机场,instance_of,概念
前缘,instance_of,气动概念
前起落架,instance_of,结构部件
副油箱,instance_of,结构部件
副翼,instance_of,结构部件
副翼上偏,instance_of,控制方法
副翼下偏,instance_of,控制方法
副翼作动器,instance_of,结构部件
副翼偏角,instance_of,设计参数
副翼偏转,instance_of,控制方法
副翼偏转角度,instance_of,设计参数
副翼差动,instance_of,控制方法
副翼弦长,instance_of,设计参数
副翼面积,instance_of,设计参数
功重比,instance_of,设计参数
加强筋,instance_of,结构部件
加强肋,instance_of,结构部件
加速度传感器,instance_of,结构部件
动力学方程,instance_of,公式
动力学模型,instance_of,概念
动压,instance_of,设计参数
动稳定性,instance_of,性能指标
势流,instance_of,气动概念
势流理论,instance_of,气动概念
升力,instance_of,气动概念
升力中心,instance_of,气动概念
升力系数,instance_of,设计参数
升力线,instance_of,气动概念
升力线斜率,instance_of,设计参数
升力线理论,instance_of,气动概念
升力面,instance_of,气动概念
升阻比,instance_of,设计参数
升降舵,instance_of,结构部件
升限,instance_of,设计参数
半经验方法,instance_of,技术
半翼展,instance_of,设计参数
单-双折叠翼变体飞机,instance_of,飞行器
单-双折叠翼变体飞行器,instance_of,飞行器
单块式机翼,instance_of,概念
单翼,instance_of,机翼构型
单翼布局,instance_of,机翼构型
单翼机,instance_of,飞行器
单翼构型,instance_of,机翼构型
单翼状态,instance_of,机翼构型
单连杆,instance_of,结构部件
压力中心,instance_of,气动概念
压力分布,instance_of,气动概念
压心,instance_of,概念
原理验证,instance_of,技术
原理验证机,instance_of,飞行器
参考面积,instance_of,设计参数
双板层模型法,instance_of,技术
双翼,instance_of,机翼构型
双翼布局,instance_of,机翼构型
双翼机,instance_of,机翼构型
双翼机,instance_of,飞行器
双翼构型,instance_of,机翼构型
双翼状态,instance_of,机翼构型
双输入双输出控制系统,instance_of,概念
双连杆,instance_of,结构部件
反馈线性化,instance_of,控制方法
变体包线,instance_of,概念
变体技术,instance_of,技术
变体过程,instance_of,概念
变体过程,instance_of,飞行阶段
变体飞机,instance_of,飞行器
变体飞行器,instance_of,飞行器
变后掠翼,instance_of,机翼构型
变展长变体技术,instance_of,技术
可靠性,instance_of,性能指标
同步失速,instance_of,气动概念
后掠翼,instance_of,机翼构型
后掠角,instance_of,设计参数
后起落架,instance_of,结构部件
启明星50,instance_of,飞行器
固定机翼,instance_of,机翼构型
地面试验,instance_of,技术
垂尾,instance_of,结构部件
增升装置,instance_of,结构部件
复合材料,instance_of,材料
多体动力学,instance_of,控制方法
多体动力学方法,instance_of,技术
多体系统,instance_of,概念
多刚体动力学,instance_of,控制方法
多腹板式机翼,instance_of,概念
太阳神,instance_of,飞行器
太阳能无人机,instance_of,飞行器
失效安全性,instance_of,性能指标
失效安全性,instance_of,概念
失速,instance_of,气动概念
失速攻角,instance_of,设计参数
失速速度,instance_of,气动概念
失速速度,instance_of,设计参数
奥斯瓦尔德因子,instance_of,气动概念
安全性,instance_of,性能指标
安装角,instance_of,设计参数
实际攻角,instance_of,设计参数
尾翼,instance_of,结构部件
层流,instance_of,气动概念
层流减阻,instance_of,技术
展向升力分布,instance_of,气动概念
展向流动,instance_of,气动概念
展弦比,instance_of,设计参数
嵌套网格,instance_of,技术
巡航,instance_of,飞行阶段
巡航升力系数,instance_of,设计参数
巡航升阻比,instance_of,设计参数
巡航速度,instance_of,设计参数
巡航飞行,instance_of,飞行阶段
巡航高度,instance_of,设计参数
工程梁模型法,instance_of,技术
差动,instance_of,控制方法
差动偏转,instance_of,控制方法
平均展长,instance_of,设计参数
平均弦长,instance_of,设计参数
平均气动弦长,instance_of,设计参数
平尾,instance_of,结构部件
平直机翼,instance_of,机翼构型
广义速度,instance_of,概念
应用场景,instance_of,概念
应用方向,instance_of,概念
应用背景,instance_of,概念
开环树形系统,instance_of,概念
张线,instance_of,结构部件
弦长,instance_of,设计参数
弯度,instance_of,气动概念
弹性蒙皮,instance_of,结构部件
强度,instance_of,设计参数
性能评估模块,instance_of,概念
扭转角,instance_of,设计参数
扰动力,instance_of,设计参数
扰动力矩,instance_of,设计参数
技术成熟度,instance_of,概念
抗侧风能力,instance_of,性能指标
抗弯刚度,instance_of,设计参数
抗扭刚度,instance_of,设计参数
抗风能力,instance_of,性能指标
折叠翼,instance_of,机翼构型
拉格朗日方法,instance_of,控制方法
拉格朗日方程,instance_of,公式
拟坐标,instance_of,概念
挂钩,instance_of,结构部件
控制方程,instance_of,公式
控制率,instance_of,公式
推重比,instance_of,设计参数
摄像头,instance_of,结构部件
摩擦阻力,instance_of,气动概念
操稳特性,instance_of,性能指标
操稳系统,instance_of,性能指标
操纵性,instance_of,性能指标
操纵性能,instance_of,性能指标
支撑翼,instance_of,机翼构型
支柱,instance_of,结构部件
收益代价,instance_of,概念
收益代价边界,instance_of,概念
攻角,instance_of,设计参数
数值仿真,instance_of,技术
方向舵,instance_of,结构部件
无侦-7,instance_of,飞行器
无刷电机,instance_of,结构部件
无量纲位置参数,instance_of,设计参数
无量纲量,instance_of,设计参数
普朗特,instance_of,人物
最大升力系数,instance_of,设计参数
最大升阻比,instance_of,设计参数
最大起飞重量,instance_of,设计参数
最大速度,instance_of,设计参数
有效攻角,instance_of,设计参数
有效载荷,instance_of,设计参数
机动性能,instance_of,性能指标
机头,instance_of,结构部件
机翼上表面,instance_of,气动概念
机翼下表面,instance_of,气动概念
机翼前缘,instance_of,气动概念
机翼厚度,instance_of,设计参数
机翼弯度,instance_of,设计参数
机翼弯矩,instance_of,设计参数
机翼折叠变体,instance_of,技术
机翼油箱,instance_of,结构部件
机翼面积,instance_of,设计参数
机身,instance_of,结构部件
机身根部,instance_of,结构部件
机身油箱,instance_of,结构部件
来流攻角,instance_of,设计参数
极端假设法,instance_of,控制方法
柔性桁架,instance_of,技术
柔性蒙皮,instance_of,结构部件
树形系统,instance_of,概念
桁架,instance_of,结构部件
桁架伸缩翼,instance_of,机翼构型
桁架式结构,instance_of,概念
梁式机翼,instance_of,概念
梢根比,instance_of,设计参数
梯形翼,instance_of,机翼构型
气动中心,instance_of,概念
气动中心,instance_of,气动概念
气动优化,instance_of,技术
气动力矩,instance_of,气动概念
气动力驱动,instance_of,控制方法
气动力驱动变体,instance_of,技术
气动干扰,instance_of,气动概念
气动弹性,instance_of,气动概念
气动效率,instance_of,性能指标
气动最优展弦比,instance_of,概念
气动模块,instance_of,概念
气动舵面,instance_of,结构部件
油箱,instance_of,结构部件
波阻,instance_of,气动概念
波音,instance_of,组织机构
波音737,instance_of,飞行器
波音777-X,instance_of,飞行器
活动机翼,instance_of,机翼构型
流动分离,instance_of,气动概念
清华大学,instance_of,组织机构
清华大学陈海昕课题组,instance_of,组织机构
湍流,instance_of,气动概念
滑动蒙皮,instance_of,技术
滑行,instance_of,飞行阶段
滚转力矩,instance_of,设计参数
滚转扰动力矩,instance_of,设计参数
激波,instance_of,气动概念
激波阻力,instance_of,气动概念
燃油重量,instance_of,设计参数
爬升,instance_of,飞行阶段
爬升率,instance_of,性能指标
